Sherwood number,Power number,Membrane area list,cp (TDS) list,Pressure drop list,K (TDS) list,f list,Re list,Sh (TDS) list,Pn list,Telescoping potential list,Inlet velocity list,Outlet velocity list,Number of pressure vessels list
161.47276486997293,3727593.720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0672662100590211, 1.0351732295091396, 1.0141757609239312]","[-175017.33179202944, -238740.71047665016, -161028.23051448274]","[0.00026291541081015815, 0.00026099224433119995, 0.00026009238324819345]","[3.4281418466644467, 7.3053583685894035, 2.0147026812536777]","[270.6054155095826, 187.69748012955523, 245.2727095817827]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[3727593.7203149376, 3727593.720314938, 3727593.7203149395]","[0.2916955529867157, 0.3979011841277503, 0.2683803841908046]","[0.2500000014139874, 0.1642360406255969, 0.18023817345569274]","[0.10949069375039794, 0.09011908672784637, 0.15004165113009435]","[180.0, 120.0, 60.0]"
161.47276486997293,5179474.6792312125,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0700307500066808, 1.0328514516513252, 1.0109471327993729]","[-254037.62170127346, -349182.2188637916, -226221.82670072303]","[0.0002628192461461872, 0.00026083810240551777, 0.0002600602223099098]","[5.486833322991067, 11.647987361904585, 2.880775934206178]","[265.565405552751, 178.24877882291645, 240.08990029737217]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[5179474.6792312125, 5179474.679231213, 5179474.679231212]","[0.42339603616878907, 0.581970364772986, 0.37703637783453836]","[0.2500000014139874, 0.15597354287244128, 0.17343623247490042]","[0.10398236191496084, 0.08671811623745021, 0.15004163420044897]","[180.0, 120.0, 60.0]"
161.47276486997293,7196856.730011513,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0743006384808855, 1.029054609635284, 1.0064785891674322]","[-379476.7933120435, -524878.8245680108, -319131.1542790008]","[0.00026265605258804633, 0.00026060056086179276, 0.00026001710995995724]","[9.640416935099706, 19.955944343461454, 4.168079733053718]","[257.7074699851042, 164.25089926287183, 233.00268947383086]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[7196856.730011513, 7196856.730011515, 7196856.7300115125]","[0.6324613221867391, 0.8747980409466846, 0.531885257131668]","[0.2500000014139874, 0.1432936668703971, 0.16398964428523183]","[0.0955291112469314, 0.08199482214261591, 0.15004160687673193]","[180.0, 120.0, 60.0]"
161.47276486997293,10000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0802451625070417, 1.0229798509579768, 1.002033795489549]","[-590602.33945366, -804760.3647764128, -448282.9514487251]","[0.0002623914801824828, 0.0002603026411071175, 0.0002599873734478589]","[19.315966541958332, 35.9008821636444, 5.9666077008919345]","[246.421483794557, 146.66374591361017, 226.60810603992167]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[10000000.0, 10000000.0, 10000000.0]","[0.9843372324227665, 1.3412672746273546, 0.7471382524145418]","[0.2500000014139874, 0.12583951827578904, 0.15455239456293726]","[0.08389301218385936, 0.07727619728146863, 0.15004157265127618]","[180.0, 120.0, 60.0]"
200.00000000000003,100000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.04922867535721, 1.0320870320008033, 1.0175641221186624]","[-4304.984623568827, -5747.18013610499, -4213.001498464241]","[0.000325876658203574, 0.00032366298862075514, 0.00032224395981039604]","[0.06951576456494106, 0.14617431040791767, 0.05075323769056826]","[281.3795083551618, 208.77669930433376, 257.56059471847954]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[100000.0, 100000.0, 99999.99999999997]","[0.007174974372614712, 0.009578633560174984, 0.007021669164107069]","[0.2500000014139874, 0.18210621505517247, 0.19622568946781663]","[0.12140414337011499, 0.09811284473390831, 0.15004168804045911]","[180.0, 120.0, 60.0]"
200.00000000000003,138949.5494373139,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0492749842566806, 1.0320516397497168, 1.017499975895599]","[-5986.57922377978, -7994.088919948801, -5855.44341443721]","[0.00032587456632929355, 0.00032365916290068086, 0.00032224297989543377]","[0.09684261005174827, 0.20369202608973602, 0.07056544868615514]","[281.27463472072037, 208.56489821155785, 257.43169942063656]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[138949.54943731392, 138949.54943731392, 138949.5494373139]","[0.009977632039632965, 0.013323481533248003, 0.00975907235739535]","[0.2500000014139874, 0.18193068160213552, 0.19605898450680698]","[0.12128712106809034, 0.09802949225340349, 0.15004168773225254]","[180.0, 120.0, 60.0]"
200.00000000000003,193069.77288832495,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.049339483236321, 1.0320022989353748, 1.0174107510981951]","[-8327.67743877487, -11124.0487691999, -8139.008060078292]","[0.00032587164804580916, 0.00032365383092057304, 0.00032224161666224977]","[0.13504978467070727, 0.28416246159281855, 0.09813569843087919]","[281.1285597315522, 208.27005698383, 257.2524218962987]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[193069.77288832498, 193069.77288832492, 193069.77288832498]","[0.013879462397958118, 0.018540081281999833, 0.01356501343346382]","[0.2500000014139874, 0.18168622069022475, 0.1958270890741402]","[0.12112414712681649, 0.0979135445370701, 0.15004168730236997]","[180.0, 120.0, 60.0]"
200.00000000000003,268269.57952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0494294016090944, 1.0319334220944323, 1.0172865918233107]","[-11589.4405463891, -15488.458086132907, -11314.721921944429]","[0.00032586757044558983, 0.0003236463907671103, 0.00032223971927395565]","[0.18860096066475623, 0.39704892785779844, 0.13652457987478717]","[280.9249017531082, 207.85931922730143, 257.00297190185074]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[268269.5795279727, 268269.57952797273, 268269.5795279726]","[0.019315734243981836, 0.025814096810221513, 0.018857869869907378]","[0.2500000014139874, 0.1813454589618088, 0.19550436868636017]","[0.12089697264120583, 0.09775218434318009, 0.15004168670187598]","[180.0, 120.0, 60.0]"
200.00000000000003,372759.3720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0495549222302794, 1.0318370974203628, 1.017113720674566]","[-16138.864631594435, -21582.710689264506, -15732.623336875628]","[0.00032586186035417857, 0.0003236359915800983, 0.00032223707670668426]","[0.2639182763208414, 0.5560077698273713, 0.19002173576556203]","[280.64057951208383, 207.2865441221677, 256.65569454890965]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[372759.3720314938, 372759.37203149404, 372759.37203149375]","[0.02689810771932406, 0.03597118448210751, 0.02622103889479271]","[0.2500000014139874, 0.18086985913078957, 0.1950549757105991]","[0.12057990608719302, 0.09752748785529955, 0.15004168586129724]","[180.0, 120.0, 60.0]"
200.00000000000003,517947.46792312124,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0497304659885813, 1.0317020383431665, 1.016872833046396]","[-22494.047134108732, -30109.245042084087, -21881.508587915043]","[0.0003258538392364483, 0.00032362142252559227, 0.00032223339295974157]","[0.37036698270379326, 0.7810287368731919, 0.2646603178701207]","[280.2428912411617, 206.4866619541696, 256.1718592540048]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[517947.4679231212, 517947.4679231212, 517947.4679231213]","[0.03749007855684788, 0.05018207507014015, 0.03646918097985841]","[0.2500000014139874, 0.18020488327738637, 0.19442865468320977]","[0.12013658885159093, 0.09721432734160489, 0.15004168468117016]","[180.0, 120.0, 60.0]"
200.00000000000003,719685.6730011514,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.049976611769754, 1.0315119759630957, 1.0165367909305316]","[-31391.23596475224, -42072.21809953426, -30445.308530221057]","[0.00032584252195182525, 0.0003236009444546555, 0.000322228251344162]","[0.5218614749106633, 1.1019446067413563, 0.3689674457366826]","[279.68514087941065, 205.367364034008, 255.49705709279027]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[719685.6730011515, 719685.6730011516, 719685.6730011515]","[0.0523187266079204, 0.07012036349922376, 0.05074218088370176]","[0.2500000014139874, 0.17927278067459965, 0.193554705900455]","[0.11951518711639976, 0.09677735295022752, 0.15004168301743007]","[180.0, 120.0, 60.0]"
200.00000000000003,1000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.050323043917678, 1.031243115821049, 1.0160672704143807]","[-43886.73251255022, -58923.77312612381, -42383.730400229]","[0.0003258264532614959, 0.00032357202709204453, 0.00032222106241367474]","[0.7396164503762909, 1.5644612974650856, 0.5150799019294292]","[278.899905624087, 203.79660215006095, 254.5545291070962]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[1000000.0, 1000000.0000000005, 1000000.0]","[0.07314455418758369, 0.09820628854353969, 0.07063955066704833]","[0.2500000014139874, 0.17796155067061892, 0.19233318724753115]","[0.11864103378041257, 0.09616659362376558, 0.15004168065800572]","[180.0, 120.0, 60.0]"
200.00000000000003,1389495.494373136,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0508132414776488, 1.030859937042691, 1.0154098111728476]","[-61517.517132657544, -82798.83955026441, -59049.00407283261]","[0.0003258034307906287, 0.0003235309231810644, 0.0003222109869400157]","[1.057158258431329, 2.241122566016702, 0.7204469575558268]","[277.78828211352385, 201.58323307752627, 253.23535613485973]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[1389495.4943731357, 1389495.4943731357, 1389495.4943731362]","[0.10252919522109591, 0.13799806591710734, 0.09841500678805436]","[0.2500000014139874, 0.17610745411440462, 0.19062187704482006]","[0.11740496940960307, 0.09531093852241003, 0.15004167728362103]","[180.0, 120.0, 60.0]"
200.00000000000003,1930697.7288832497,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0515122980625287, 1.0303078578773133, 1.0144863678932963]","[-86567.9126954809, -116911.82602645308, -82357.83279056985]","[0.00032577000596741105, 0.0003234719458308631, 0.00032219682032348705]","[1.5301845354178716, 3.2526633041166546, 1.0105246182071024]","[276.20184323708656, 198.44588636020174, 251.3837962015403]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[1930697.7288832497, 1930697.7288832492, 1930697.7288832492]","[0.1442798544924682, 0.1948530433774218, 0.13726305465094976]","[0.2500000014139874, 0.17346599821521339, 0.18821656842647]","[0.11564399881014226, 0.094108284213235, 0.1500416723983772]","[180.0, 120.0, 60.0]"
200.00000000000003,2682695.7952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0525207763774085, 1.0294994958919534, 1.0131839168958345]","[-122546.29544982167, -166273.80749606458, -115050.92115827324]","[0.00032572051295736814, 0.0003233861734252629, 0.0003221768186182118]","[2.2579586783252465, 4.813232143340582, 1.423249429107912]","[273.91036005790556, 193.96043610994946, 248.77512162949193]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[2682695.7952797264, 2682695.7952797273, 2682695.795279728]","[0.2042438257497028, 0.27712301249344096, 0.19175153526378874]","[0.2500000014139874, 0.1696608621770518, 0.18482074352459835]","[0.11310724145136787, 0.09241037176229917, 0.15004166519821824]","[180.0, 120.0, 60.0]"
200.00000000000003,3727593.720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0540010990596702, 1.0282865775635226, 1.0113373041333396]","[-175132.11762365734, -239108.75925564478, -161097.67580680124]","[0.0003256449902464323, 0.00032325899667388187, 0.00032214845347514786]","[3.4360476478193474, 7.3366410774004205, 2.0169287375515648]","[270.5392998258591, 187.4667493871111, 245.08319746354215]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[3727593.720314938, 3727593.7203149376, 3727593.7203149376]","[0.29188686270609554, 0.3985145987594079, 0.26849612634466874]","[0.2500000014139874, 0.16408743026271974, 0.1799995040264806]","[0.10939162017514648, 0.0899997520132403, 0.1500416543022407]","[180.0, 120.0, 60.0]"
200.00000000000003,5179474.6792312125,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0562306262102346, 1.026396725932937, 1.0087101997953585]","[-254353.2237317102, -349960.39292146376, -226343.86110159813]","[0.0003255242477575411, 0.0003230654728978403, 0.0003221082634733949]","[5.510238592406562, 11.718884126227643, 2.8848497386239234]","[265.4398284806266, 177.904151656219, 239.85011340382397]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[5179474.679231213, 5179474.6792312125, 5179474.679231212]","[0.4239220395528504, 0.5832673215357729, 0.37723976850266355]","[0.2500000014139874, 0.15572133815089742, 0.17312704779564567]","[0.10381422543393161, 0.08656352389782283, 0.15004163718183636]","[180.0, 120.0, 60.0]"
200.00000000000003,7196856.730011513,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0596706770425888, 1.0232982091020926, 1.005087375422977]","[-380346.78363484686, -526523.2787459994, -319313.6055336595]","[0.00032531907926331024, 0.00032276780777670746, 0.00032205481428079405]","[9.715339687485718, 20.12340635268265, 4.174505147016799]","[257.4873928602126, 163.75762056469907, 232.73270545905274]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[7196856.7300115125, 7196856.730011512, 7196856.730011513]","[0.6339113060580781, 0.8775387979099991, 0.5321893425560992]","[0.2500000014139874, 0.14288439405296677, 0.16362366796888123]","[0.09525626270197783, 0.08181183398444061, 0.15004160961490573]","[180.0, 120.0, 60.0]"
200.00000000000003,10000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0644200907819772, 1.0183522643202187, 1.0015559632460056]","[-592588.1989981122, -807137.15365975, -448337.5814260144]","[0.00032498804244585755, 0.0003223994324015188, 0.000322019575092149]","[19.53379603862471, 36.17731609856443, 5.9685729777503465]","[246.12991314247589, 146.1583177512098, 226.47520196464285]","[200.00000000000003, 200.00000000000003, 200.00000000000003]","[9999999.999999996, 9999999.999999998, 10000000.0]","[0.987646998330187, 1.3452285894329168, 0.7472293023766907]","[0.2500000014139874, 0.12533371740354782, 0.15432644430533618]","[0.08355581160236521, 0.07716322215266809, 0.15004157565484041]","[180.0, 120.0, 60.0]"
